spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.memoryFraction,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.codec,spark.io.compression.lz4.blockSize,spark.io.compression.snappy.blockSize,spark.kryo.referenceTracking,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.cores,spark.executor.cores,spark.driver.memory,spark.executor.memory,spark.storage.memoryFraction,spark.storage.unrollFraction,spark.network.timeout,spark.locality.wait,spark.scheduler.revive.interval,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.speculation,spark.broadcast.compress,spark.rdd.compress,spark.serializer,spark.memory.storageFraction,spark.default.parallelism,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.executor.instances,spark.python.worker.memory,spark.python.worker.reuse,spark.rpc.message.maxSize,spark.driver.maxResultSize,spark.driver.memoryOverhead,spark.reducer.maxReqsInFlight,spark.reducer.maxBlocksInFlightPerAddress,spark.maxRemoteBlockSizeFetchToMem,spark.shuffle.io.maxRetries,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.io.preferDirectBufs,spark.shuffle.io.backLog,spark.shuffle.service.index.cache.size,spark.shuffle.maxChunksBeingTransferred,spark.memory.useLegacyMode,spark.storage.replication.proactive,spark.cleaner.periodicGC.interval,spark.cleaner.referenceTracking,spark.cleaner.referenceTracking.blocking,spark.cleaner.referenceTracking.blocking.shuffle,spark.cleaner.referenceTracking.cleanCheckpoints,spark.broadcast.checksum,spark.executor.heartbeatInterval,spark.files.fetchTimeout,spark.files.useFetchCache,spark.files.overwrite,spark.files.maxPartitionBytes,spark.files.openCostInBytes,spark.storage.memoryMapThreshold,spark.hadoop.mapreduce.fileoutputcommitter.algorithm.version,spark.rpc.io.backLog,spark.port.maxRetries,spark.rpc.numRetries,spark.rpc.retry.wait,spark.rpc.lookupTimeout,spark.scheduler.minRegisteredResourcesRatio,spark.scheduler.mode,spark.scheduler.listenerbus.eventqueue.capacity,spark.scheduler.blacklist.unschedulableTaskSetTimeout,spark.task.reaper.enabled,spark.task.reaper.pollingInterval,spark.task.reaper.threadDump,spark.stage.maxConsecutiveAttempts,spark.streaming.backpressure.enabled,spark.streaming.blockInterval,spark.streaming.receiver.writeAheadLog.enable,spark.streaming.unpersist,spark.streaming.stopGracefullyOnShutdown,runtime
357.0,128.0,0.38,830.0,539.0,2.9,0.72,116.0,1.0,67.0,241.0,1.0,9.0,119.0,9.0,8.0,3.0,14.0,0.44,0.53,499.0,1.0,5.0,3.0,1.0,0.63,0.0,0.0,1.0,1.0,0.54,62.0,0.0,222.0,14.0,160.0,1.0,222.0,750.0,656.0,23870.0,11904.0,23747.0,8.0,4.0,0.0,96.0,186.0,20143.0,0.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,16.0,59.0,0.0,1.0,33577678.0,2108558.0,357.0,2.0,52.0,19.0,4.0,4.0,153.0,0.7,1.0,8591.0,96.0,1.0,20.0,1.0,4.0,0.0,53.0,0.0,1.0,0.0,428.236
53.0,90.0,0.94,837.0,68.0,5.15,0.67,99.0,2.0,231.0,7.0,0.0,87.0,8.0,11.0,6.0,15.0,17.0,0.47,0.25,389.0,10.0,26.0,8.0,0.0,0.85,1.0,0.0,0.0,0.0,0.68,237.0,0.0,307.0,12.0,258.0,1.0,137.0,733.0,1592.0,24150.0,28013.0,4006.0,5.0,2.0,0.0,102.0,81.0,8709.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,1.0,14.0,83.0,1.0,1.0,33585802.0,2102716.0,136.0,1.0,68.0,27.0,4.0,2.0,207.0,0.8,0.0,15415.0,156.0,0.0,12.0,0.0,4.0,0.0,255.0,1.0,1.0,0.0,450.7
114.0,258.0,0.69,849.0,378.0,5.53,0.8,69.0,0.0,49.0,49.0,0.0,42.0,41.0,10.0,10.0,3.0,15.0,0.66,0.1,414.0,7.0,28.0,3.0,0.0,0.75,1.0,1.0,1.0,0.0,0.7,499.0,1.0,889.0,11.0,764.0,1.0,447.0,1275.0,403.0,6887.0,23783.0,22012.0,2.0,3.0,1.0,103.0,119.0,6710.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,12.0,79.0,1.0,0.0,33570096.0,2117745.0,89.0,2.0,36.0,4.0,5.0,5.0,41.0,0.8,1.0,14394.0,215.0,1.0,6.0,0.0,7.0,0.0,334.0,0.0,1.0,1.0,460.317
147.0,366.0,0.7,797.0,539.0,3.22,0.3,66.0,0.0,78.0,172.0,0.0,76.0,121.0,4.0,6.0,8.0,12.0,0.74,0.95,369.0,10.0,43.0,4.0,1.0,0.92,0.0,0.0,0.0,1.0,0.78,294.0,1.0,924.0,12.0,380.0,1.0,423.0,735.0,1047.0,6924.0,9999.0,24629.0,9.0,5.0,1.0,65.0,164.0,21904.0,0.0,0.0,73.0,0.0,1.0,1.0,0.0,0.0,18.0,76.0,1.0,1.0,33586126.0,2104190.0,379.0,1.0,119.0,15.0,2.0,3.0,169.0,0.8,1.0,12386.0,147.0,0.0,16.0,0.0,5.0,1.0,263.0,1.0,0.0,1.0,400.393
255.0,41.0,0.39,597.0,983.0,4.13,0.24,37.0,1.0,4.0,34.0,1.0,64.0,99.0,5.0,6.0,1.0,15.0,0.56,0.1,147.0,8.0,40.0,5.0,1.0,0.86,0.0,1.0,1.0,0.0,0.68,146.0,0.0,413.0,8.0,353.0,0.0,311.0,1919.0,470.0,3165.0,15629.0,10238.0,5.0,2.0,1.0,24.0,125.0,13257.0,0.0,1.0,85.0,0.0,1.0,1.0,1.0,0.0,6.0,30.0,0.0,0.0,33569421.0,2103681.0,86.0,1.0,50.0,32.0,3.0,6.0,218.0,0.8,0.0,13276.0,87.0,0.0,10.0,0.0,6.0,1.0,96.0,0.0,1.0,0.0,350.151
74.0,32.0,0.63,910.0,375.0,3.45,0.48,55.0,1.0,9.0,108.0,0.0,116.0,80.0,10.0,5.0,14.0,18.0,0.45,0.41,459.0,3.0,11.0,8.0,0.0,0.58,1.0,0.0,1.0,0.0,0.8,38.0,1.0,481.0,11.0,561.0,0.0,252.0,990.0,664.0,21312.0,9051.0,30036.0,6.0,4.0,0.0,123.0,65.0,3741.0,1.0,0.0,64.0,1.0,0.0,1.0,1.0,1.0,17.0,86.0,0.0,0.0,33566210.0,2114140.0,59.0,2.0,43.0,14.0,3.0,5.0,60.0,0.7,1.0,3518.0,149.0,1.0,7.0,0.0,8.0,1.0,53.0,0.0,1.0,0.0,431.631
458.0,444.0,0.33,684.0,303.0,3.62,0.29,101.0,0.0,29.0,39.0,1.0,32.0,91.0,7.0,3.0,3.0,14.0,0.46,0.34,247.0,3.0,48.0,5.0,0.0,0.89,1.0,0.0,0.0,0.0,0.68,50.0,1.0,99.0,10.0,322.0,0.0,150.0,1369.0,392.0,7955.0,13311.0,20709.0,4.0,1.0,0.0,75.0,170.0,31802.0,0.0,0.0,51.0,0.0,1.0,0.0,1.0,1.0,6.0,57.0,1.0,1.0,33578882.0,2104976.0,59.0,1.0,102.0,31.0,3.0,2.0,87.0,0.8,1.0,7159.0,176.0,1.0,3.0,1.0,8.0,0.0,466.0,1.0,0.0,1.0,332.894
251.0,83.0,0.37,648.0,79.0,5.31,0.58,115.0,1.0,177.0,188.0,0.0,34.0,29.0,9.0,10.0,19.0,11.0,0.6,0.97,295.0,1.0,42.0,7.0,1.0,0.63,1.0,1.0,0.0,0.0,0.87,501.0,0.0,976.0,13.0,701.0,0.0,447.0,516.0,1484.0,4617.0,11319.0,31537.0,9.0,1.0,0.0,60.0,96.0,18430.0,0.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,17.0,44.0,0.0,0.0,33556061.0,2125350.0,474.0,2.0,103.0,11.0,3.0,1.0,76.0,0.9,1.0,7477.0,102.0,1.0,3.0,0.0,6.0,0.0,416.0,0.0,1.0,0.0,265.623
76.0,255.0,0.59,136.0,838.0,3.6,0.28,8.0,1.0,4.0,108.0,1.0,87.0,46.0,7.0,3.0,10.0,14.0,0.52,0.61,431.0,3.0,4.0,5.0,0.0,0.91,0.0,0.0,1.0,0.0,0.82,427.0,0.0,492.0,9.0,481.0,0.0,356.0,1342.0,794.0,4914.0,10199.0,11376.0,6.0,1.0,1.0,64.0,114.0,18564.0,1.0,0.0,55.0,1.0,0.0,0.0,1.0,1.0,10.0,47.0,1.0,0.0,33569081.0,2106813.0,150.0,2.0,56.0,20.0,2.0,3.0,30.0,0.7,1.0,9392.0,93.0,1.0,17.0,0.0,7.0,1.0,192.0,0.0,0.0,0.0,550.772
186.0,310.0,0.88,229.0,733.0,5.57,0.48,53.0,0.0,75.0,223.0,1.0,88.0,44.0,4.0,6.0,13.0,14.0,0.92,0.46,422.0,7.0,38.0,3.0,1.0,0.92,0.0,0.0,1.0,1.0,0.59,153.0,1.0,892.0,10.0,825.0,1.0,276.0,781.0,1533.0,6906.0,17094.0,18011.0,6.0,4.0,0.0,84.0,96.0,6260.0,0.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,7.0,79.0,0.0,0.0,33572307.0,2117913.0,73.0,2.0,98.0,24.0,2.0,5.0,229.0,0.7,0.0,10782.0,211.0,0.0,17.0,1.0,8.0,0.0,269.0,0.0,1.0,0.0,430.905
128.0,254.0,0.99,880.0,447.0,2.86,0.85,107.0,0.0,232.0,92.0,0.0,11.0,123.0,2.0,4.0,14.0,16.0,0.78,0.1,409.0,3.0,22.0,7.0,0.0,0.92,1.0,0.0,0.0,1.0,0.53,457.0,0.0,564.0,14.0,850.0,0.0,407.0,1418.0,413.0,6242.0,27755.0,29807.0,9.0,1.0,0.0,18.0,126.0,32081.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,1.0,7.0,77.0,0.0,0.0,33587181.0,2119072.0,298.0,2.0,56.0,32.0,3.0,3.0,177.0,0.8,1.0,13373.0,213.0,0.0,17.0,0.0,8.0,1.0,272.0,1.0,0.0,0.0,392.827
334.0,458.0,0.41,243.0,149.0,5.65,0.53,22.0,1.0,119.0,12.0,0.0,102.0,92.0,12.0,10.0,13.0,14.0,0.57,0.77,221.0,8.0,9.0,8.0,1.0,0.89,0.0,0.0,0.0,1.0,0.5,63.0,1.0,913.0,8.0,398.0,1.0,448.0,1265.0,702.0,16603.0,30714.0,19911.0,8.0,5.0,1.0,27.0,130.0,21449.0,0.0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,15.0,40.0,1.0,0.0,33563255.0,2097570.0,492.0,1.0,127.0,7.0,5.0,4.0,102.0,0.8,0.0,14502.0,215.0,0.0,19.0,1.0,8.0,1.0,351.0,0.0,0.0,0.0,853.127
9.0,160.0,0.35,239.0,274.0,3.69,0.11,25.0,1.0,139.0,228.0,1.0,36.0,10.0,7.0,2.0,9.0,16.0,0.4,0.35,279.0,7.0,39.0,7.0,1.0,0.63,0.0,1.0,0.0,1.0,0.6,133.0,1.0,368.0,13.0,551.0,0.0,255.0,991.0,1136.0,897.0,14590.0,15890.0,10.0,4.0,1.0,40.0,59.0,602.0,1.0,1.0,67.0,1.0,0.0,1.0,1.0,1.0,5.0,74.0,1.0,0.0,33574571.0,2124910.0,372.0,1.0,116.0,10.0,2.0,2.0,188.0,0.9,0.0,13326.0,67.0,0.0,16.0,1.0,7.0,1.0,372.0,1.0,1.0,1.0,373.084
254.0,362.0,0.98,912.0,378.0,2.83,0.74,80.0,0.0,86.0,212.0,0.0,113.0,44.0,4.0,10.0,4.0,15.0,0.49,0.73,250.0,10.0,27.0,3.0,0.0,0.65,0.0,1.0,0.0,0.0,0.53,56.0,1.0,225.0,10.0,680.0,1.0,339.0,649.0,453.0,10324.0,24186.0,16041.0,6.0,1.0,1.0,119.0,70.0,28844.0,1.0,0.0,66.0,0.0,0.0,0.0,1.0,0.0,17.0,57.0,0.0,0.0,33582351.0,2113615.0,265.0,1.0,32.0,13.0,5.0,5.0,120.0,0.7,1.0,18956.0,74.0,0.0,16.0,0.0,7.0,0.0,53.0,1.0,0.0,0.0,695.667
420.0,194.0,0.16,114.0,527.0,5.34,0.5,76.0,2.0,187.0,126.0,1.0,17.0,79.0,3.0,5.0,9.0,9.0,0.46,0.24,453.0,4.0,14.0,6.0,1.0,0.9,0.0,1.0,0.0,1.0,0.53,161.0,0.0,130.0,12.0,213.0,1.0,296.0,1962.0,429.0,16590.0,19306.0,13560.0,2.0,3.0,0.0,119.0,79.0,17947.0,0.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0,17.0,67.0,0.0,1.0,33561336.0,2115396.0,202.0,1.0,97.0,5.0,4.0,6.0,214.0,0.8,0.0,9662.0,73.0,0.0,19.0,0.0,7.0,0.0,154.0,0.0,1.0,0.0,746.747
107.0,493.0,0.88,736.0,505.0,3.38,0.47,23.0,2.0,175.0,134.0,0.0,91.0,87.0,7.0,9.0,17.0,9.0,0.86,0.81,160.0,6.0,33.0,5.0,1.0,0.88,0.0,0.0,1.0,1.0,0.8,291.0,0.0,621.0,9.0,692.0,0.0,390.0,830.0,1055.0,28997.0,32634.0,12101.0,2.0,4.0,0.0,11.0,155.0,12543.0,0.0,1.0,54.0,1.0,0.0,0.0,1.0,1.0,7.0,47.0,0.0,1.0,33568241.0,2125859.0,119.0,1.0,43.0,20.0,5.0,3.0,236.0,0.8,0.0,10819.0,120.0,1.0,6.0,0.0,5.0,0.0,172.0,0.0,1.0,0.0,678.958
251.0,117.0,0.29,229.0,165.0,3.36,0.31,13.0,0.0,109.0,193.0,1.0,55.0,19.0,3.0,9.0,4.0,16.0,0.94,0.15,346.0,9.0,29.0,3.0,1.0,0.91,1.0,1.0,1.0,0.0,0.53,47.0,1.0,403.0,9.0,855.0,0.0,218.0,801.0,607.0,22078.0,1920.0,27409.0,9.0,3.0,0.0,66.0,101.0,16146.0,0.0,1.0,64.0,0.0,0.0,1.0,0.0,0.0,14.0,31.0,1.0,0.0,33582533.0,2117062.0,366.0,2.0,103.0,6.0,3.0,2.0,86.0,0.7,0.0,9312.0,73.0,0.0,10.0,1.0,7.0,0.0,278.0,1.0,0.0,0.0,223.936
442.0,396.0,0.26,292.0,299.0,5.19,0.55,54.0,1.0,104.0,118.0,1.0,101.0,97.0,2.0,1.0,2.0,10.0,0.41,0.91,391.0,5.0,46.0,4.0,0.0,0.86,0.0,0.0,0.0,1.0,0.85,338.0,1.0,222.0,11.0,644.0,0.0,189.0,802.0,488.0,19669.0,25649.0,27485.0,2.0,1.0,0.0,23.0,139.0,7688.0,1.0,1.0,41.0,1.0,0.0,0.0,0.0,1.0,6.0,32.0,0.0,1.0,33581949.0,2127902.0,269.0,2.0,73.0,6.0,5.0,4.0,179.0,0.8,0.0,7968.0,141.0,1.0,15.0,0.0,6.0,1.0,482.0,0.0,1.0,0.0,729.121
165.0,309.0,0.72,545.0,101.0,4.54,0.16,15.0,0.0,121.0,42.0,0.0,19.0,7.0,2.0,6.0,4.0,16.0,0.57,0.49,192.0,5.0,42.0,5.0,1.0,0.84,0.0,1.0,0.0,1.0,0.75,204.0,1.0,262.0,10.0,475.0,0.0,399.0,1928.0,406.0,32358.0,32606.0,1442.0,3.0,5.0,1.0,124.0,155.0,12704.0,1.0,1.0,28.0,1.0,0.0,0.0,0.0,0.0,12.0,54.0,0.0,1.0,33556342.0,2120853.0,76.0,1.0,77.0,31.0,4.0,3.0,178.0,0.9,1.0,6070.0,177.0,1.0,8.0,1.0,8.0,1.0,159.0,0.0,1.0,0.0,272.594
167.0,280.0,0.69,959.0,217.0,5.53,0.35,63.0,2.0,170.0,16.0,0.0,31.0,50.0,1.0,2.0,1.0,11.0,0.75,0.98,181.0,7.0,21.0,6.0,0.0,0.58,1.0,1.0,0.0,0.0,0.78,31.0,0.0,105.0,9.0,882.0,1.0,390.0,1274.0,481.0,17457.0,1518.0,23106.0,5.0,5.0,1.0,120.0,86.0,23982.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,17.0,49.0,1.0,1.0,33560553.0,2125161.0,342.0,2.0,71.0,10.0,4.0,4.0,234.0,0.8,1.0,13373.0,178.0,0.0,8.0,1.0,7.0,1.0,431.0,0.0,1.0,1.0,278.32
154.0,145.0,0.68,373.0,630.0,3.5,0.4,91.0,2.0,124.0,196.0,1.0,29.0,117.0,1.0,3.0,13.0,17.0,0.93,0.27,449.0,5.0,3.0,4.0,1.0,0.59,1.0,0.0,1.0,1.0,0.59,506.0,1.0,848.0,13.0,246.0,0.0,212.0,1087.0,1430.0,21582.0,24289.0,3022.0,4.0,2.0,1.0,46.0,126.0,31764.0,1.0,0.0,67.0,1.0,0.0,0.0,0.0,0.0,11.0,76.0,0.0,0.0,33571499.0,2103841.0,71.0,2.0,67.0,9.0,2.0,1.0,79.0,0.7,1.0,5236.0,212.0,0.0,7.0,1.0,8.0,0.0,457.0,0.0,0.0,0.0,299.853
146.0,415.0,0.55,870.0,371.0,5.52,0.5,51.0,0.0,141.0,102.0,0.0,64.0,84.0,2.0,8.0,9.0,12.0,0.85,0.47,316.0,10.0,24.0,8.0,1.0,0.67,1.0,1.0,0.0,1.0,0.8,311.0,0.0,39.0,11.0,644.0,1.0,209.0,1770.0,658.0,4404.0,28968.0,7564.0,8.0,3.0,0.0,8.0,59.0,13887.0,1.0,1.0,83.0,0.0,0.0,1.0,1.0,0.0,13.0,43.0,0.0,1.0,33559332.0,2109427.0,411.0,2.0,62.0,5.0,2.0,6.0,123.0,0.7,1.0,10505.0,72.0,1.0,8.0,1.0,6.0,1.0,381.0,0.0,1.0,0.0,345.92
160.0,374.0,0.17,516.0,591.0,5.62,0.33,83.0,0.0,126.0,76.0,0.0,120.0,126.0,5.0,4.0,2.0,12.0,0.68,0.32,153.0,4.0,5.0,5.0,0.0,0.61,0.0,1.0,1.0,1.0,0.69,379.0,0.0,397.0,11.0,436.0,0.0,480.0,1805.0,450.0,9121.0,8347.0,20513.0,7.0,5.0,0.0,62.0,149.0,2585.0,0.0,1.0,79.0,0.0,0.0,1.0,0.0,0.0,14.0,69.0,1.0,1.0,33567274.0,2126754.0,492.0,2.0,115.0,9.0,3.0,1.0,55.0,0.7,1.0,4635.0,95.0,0.0,16.0,0.0,4.0,0.0,283.0,0.0,1.0,0.0,479.112
415.0,250.0,0.21,623.0,930.0,3.19,0.12,49.0,0.0,23.0,182.0,0.0,44.0,61.0,5.0,3.0,18.0,14.0,0.72,0.79,147.0,4.0,7.0,6.0,1.0,0.72,1.0,1.0,0.0,1.0,0.83,467.0,0.0,238.0,8.0,977.0,0.0,206.0,1193.0,1114.0,10129.0,17686.0,17801.0,7.0,5.0,1.0,97.0,153.0,20249.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,8.0,40.0,1.0,0.0,33573247.0,2114694.0,258.0,2.0,116.0,12.0,4.0,2.0,210.0,0.7,1.0,3871.0,208.0,0.0,10.0,1.0,5.0,0.0,423.0,0.0,0.0,0.0,484.73
410.0,158.0,0.65,278.0,729.0,4.44,0.87,115.0,1.0,159.0,249.0,0.0,123.0,21.0,11.0,5.0,15.0,18.0,0.45,0.33,186.0,9.0,21.0,6.0,1.0,0.78,1.0,1.0,1.0,0.0,0.52,173.0,0.0,329.0,10.0,398.0,1.0,210.0,860.0,1695.0,10521.0,23273.0,15482.0,8.0,5.0,0.0,24.0,50.0,24530.0,1.0,0.0,17.0,0.0,0.0,1.0,1.0,1.0,19.0,66.0,1.0,0.0,33571178.0,2117719.0,431.0,2.0,100.0,9.0,2.0,6.0,170.0,0.9,1.0,14041.0,38.0,0.0,20.0,1.0,5.0,1.0,401.0,1.0,1.0,1.0,272.684
13.0,197.0,0.18,403.0,444.0,4.33,0.5,113.0,0.0,14.0,44.0,1.0,59.0,35.0,7.0,8.0,1.0,10.0,0.87,0.98,287.0,4.0,16.0,3.0,1.0,0.6,1.0,0.0,1.0,0.0,0.97,320.0,1.0,32.0,8.0,716.0,1.0,417.0,1743.0,443.0,28338.0,4089.0,9011.0,5.0,5.0,0.0,105.0,110.0,11062.0,1.0,0.0,79.0,1.0,1.0,1.0,0.0,0.0,15.0,79.0,0.0,1.0,33579948.0,2124188.0,142.0,2.0,36.0,31.0,2.0,6.0,109.0,0.9,0.0,6717.0,233.0,0.0,19.0,1.0,5.0,1.0,110.0,1.0,1.0,0.0,540.039
248.0,380.0,0.66,375.0,960.0,4.85,0.19,66.0,0.0,30.0,187.0,0.0,124.0,63.0,10.0,2.0,6.0,14.0,0.57,0.39,273.0,10.0,43.0,6.0,0.0,0.9,0.0,0.0,0.0,1.0,0.96,332.0,1.0,749.0,9.0,343.0,1.0,414.0,973.0,454.0,25771.0,2984.0,16674.0,8.0,4.0,1.0,53.0,164.0,19912.0,1.0,0.0,24.0,1.0,1.0,0.0,1.0,0.0,17.0,20.0,1.0,1.0,33577664.0,2103127.0,113.0,1.0,37.0,20.0,3.0,6.0,87.0,0.9,0.0,11863.0,161.0,0.0,15.0,1.0,6.0,0.0,51.0,1.0,1.0,1.0,322.938
381.0,138.0,0.44,387.0,820.0,4.52,0.11,81.0,2.0,246.0,170.0,0.0,30.0,12.0,6.0,10.0,19.0,11.0,0.75,0.24,168.0,5.0,8.0,4.0,1.0,0.89,1.0,0.0,1.0,1.0,0.51,227.0,1.0,25.0,10.0,457.0,1.0,159.0,590.0,1970.0,1868.0,15171.0,13559.0,5.0,4.0,0.0,67.0,62.0,7958.0,1.0,0.0,47.0,0.0,0.0,1.0,0.0,1.0,11.0,71.0,1.0,1.0,33571421.0,2103814.0,208.0,1.0,120.0,14.0,4.0,6.0,230.0,0.8,1.0,7220.0,159.0,1.0,5.0,1.0,7.0,1.0,403.0,1.0,1.0,1.0,916.513
451.0,252.0,0.65,449.0,673.0,3.54,0.19,77.0,1.0,170.0,29.0,1.0,38.0,25.0,9.0,7.0,7.0,16.0,0.64,0.72,395.0,7.0,29.0,3.0,0.0,0.64,1.0,1.0,1.0,0.0,0.74,275.0,0.0,703.0,8.0,256.0,0.0,247.0,1574.0,836.0,7182.0,10425.0,22176.0,5.0,2.0,0.0,86.0,171.0,10426.0,1.0,1.0,77.0,0.0,0.0,1.0,0.0,0.0,6.0,60.0,0.0,0.0,33561503.0,2112676.0,467.0,2.0,42.0,18.0,3.0,4.0,188.0,0.7,0.0,12528.0,152.0,1.0,6.0,1.0,7.0,0.0,263.0,1.0,0.0,0.0,496.177
254.0,408.0,0.62,802.0,291.0,2.61,0.8,123.0,0.0,222.0,152.0,0.0,61.0,18.0,11.0,5.0,1.0,16.0,0.66,0.92,321.0,8.0,46.0,5.0,0.0,0.9,1.0,0.0,1.0,0.0,0.83,102.0,0.0,199.0,14.0,258.0,1.0,378.0,1878.0,394.0,7368.0,15383.0,6350.0,7.0,5.0,1.0,118.0,125.0,4128.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,11.0,26.0,1.0,1.0,33580866.0,2118369.0,171.0,1.0,59.0,27.0,3.0,2.0,225.0,0.7,0.0,6409.0,184.0,1.0,5.0,0.0,6.0,0.0,422.0,1.0,0.0,0.0,255.768
438.0,63.0,0.58,288.0,54.0,2.71,0.24,7.0,2.0,154.0,223.0,1.0,52.0,48.0,6.0,9.0,4.0,11.0,0.47,0.65,489.0,5.0,2.0,5.0,1.0,0.73,1.0,1.0,1.0,1.0,0.91,196.0,0.0,613.0,11.0,874.0,0.0,476.0,669.0,572.0,2901.0,9635.0,8040.0,6.0,4.0,0.0,53.0,164.0,7341.0,0.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,10.0,47.0,0.0,1.0,33568427.0,2103882.0,337.0,1.0,98.0,9.0,4.0,1.0,182.0,0.8,0.0,9468.0,204.0,0.0,17.0,1.0,8.0,0.0,378.0,1.0,1.0,0.0,248.894
479.0,147.0,0.27,835.0,870.0,2.68,0.61,100.0,2.0,187.0,138.0,0.0,94.0,81.0,10.0,1.0,13.0,18.0,0.58,0.12,171.0,2.0,21.0,7.0,0.0,0.67,0.0,0.0,0.0,1.0,0.95,256.0,0.0,111.0,14.0,386.0,1.0,313.0,1953.0,1067.0,2237.0,17678.0,11188.0,5.0,5.0,0.0,82.0,185.0,14599.0,1.0,0.0,57.0,1.0,1.0,0.0,1.0,0.0,20.0,23.0,1.0,0.0,33571282.0,2127227.0,76.0,2.0,72.0,8.0,2.0,6.0,236.0,0.8,1.0,8267.0,122.0,1.0,5.0,1.0,4.0,0.0,190.0,1.0,0.0,0.0,352.497
36.0,36.0,0.24,767.0,865.0,4.4,0.66,47.0,1.0,24.0,21.0,1.0,18.0,6.0,12.0,3.0,17.0,12.0,0.68,0.61,427.0,8.0,41.0,6.0,1.0,0.98,0.0,1.0,1.0,0.0,0.76,204.0,1.0,305.0,12.0,640.0,1.0,478.0,1756.0,1817.0,9058.0,27153.0,12019.0,2.0,4.0,1.0,119.0,122.0,3606.0,0.0,0.0,40.0,1.0,0.0,0.0,1.0,1.0,15.0,48.0,0.0,0.0,33567646.0,2103541.0,326.0,1.0,34.0,4.0,2.0,2.0,165.0,0.7,1.0,2363.0,61.0,1.0,16.0,0.0,5.0,0.0,90.0,0.0,1.0,0.0,645.904
80.0,295.0,0.23,602.0,19.0,2.84,0.8,125.0,0.0,56.0,26.0,0.0,82.0,6.0,2.0,1.0,9.0,17.0,0.82,0.82,200.0,8.0,8.0,6.0,1.0,0.56,1.0,1.0,1.0,1.0,0.59,33.0,1.0,474.0,12.0,511.0,0.0,330.0,609.0,629.0,30606.0,6359.0,28787.0,6.0,4.0,0.0,90.0,89.0,16623.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14.0,73.0,0.0,0.0,33584159.0,2120387.0,257.0,2.0,41.0,9.0,4.0,4.0,149.0,0.7,0.0,3020.0,114.0,0.0,16.0,0.0,4.0,0.0,137.0,1.0,0.0,0.0,287.941
381.0,138.0,0.1,806.0,614.0,4.52,0.71,52.0,0.0,206.0,82.0,1.0,84.0,98.0,8.0,2.0,16.0,9.0,0.99,0.24,248.0,4.0,11.0,6.0,1.0,0.67,1.0,0.0,0.0,1.0,0.66,166.0,0.0,397.0,14.0,384.0,0.0,251.0,949.0,1354.0,1914.0,3486.0,12681.0,2.0,4.0,1.0,120.0,86.0,7465.0,0.0,0.0,22.0,1.0,1.0,1.0,1.0,1.0,9.0,21.0,0.0,1.0,33574077.0,2113753.0,414.0,1.0,97.0,13.0,2.0,3.0,203.0,0.8,1.0,16588.0,88.0,1.0,9.0,1.0,8.0,0.0,117.0,0.0,1.0,1.0,567.017
58.0,383.0,0.76,661.0,469.0,5.62,0.17,54.0,0.0,242.0,54.0,1.0,42.0,89.0,8.0,2.0,8.0,16.0,0.81,0.47,220.0,8.0,24.0,4.0,1.0,0.94,0.0,0.0,1.0,0.0,0.93,410.0,1.0,182.0,11.0,305.0,1.0,163.0,842.0,498.0,15568.0,27865.0,15086.0,3.0,1.0,0.0,96.0,171.0,29429.0,1.0,0.0,51.0,1.0,0.0,0.0,0.0,1.0,7.0,35.0,0.0,1.0,33554977.0,2128855.0,196.0,1.0,64.0,30.0,5.0,4.0,141.0,0.9,0.0,7657.0,40.0,0.0,9.0,1.0,8.0,1.0,292.0,1.0,1.0,1.0,457.286
